date,recycle #1 Plastic,recycle #2 Plastic,recycle #3 Plastic,recycle #4 Plastic,recycle #5 Plastic,recycle #6 Plastic,recycle #7 Plastic,recycle Acids,recycle Adhesives,recycle Adult Toys,recycle Aerosol Cans - Full,recycle Air Conditioners,recycle Alkaline Batteries,recycle Aluminum Beverage Cans,recycle Aluminum Foil,recycle Aluminum Food Cans,recycle Aluminum Pie Plates,recycle Aluminum Trays,recycle Ammunition,recycle Antifreeze,recycle Arts and Crafts Supplies,recycle Asbestos,recycle Asphalt,recycle Audio Equipment,recycle Auto Bodies,recycle Auto Parts,recycle Baby Products,recycle Barbeque Grills,recycle Bicycles,recycle Bike Tires,recycle Branches,recycle Brick,recycle Brown Glass Beverage Containers,recycle Brown Glass Containers,recycle Brush,recycle Button Cell Batteries,recycle CD Cases,recycle CD Players,recycle CDs,recycle CFLs,recycle CRT Computer Monitors,recycle CRT Televisions,recycle Cables,recycle Calculators,recycle Candy Wrappers,recycle Car Batteries,recycle Car Fluids,recycle Carpet,recycle Carpet Padding,recycle Cassette Players,recycle Cassette Tapes,recycle Ceiling Tiles,recycle Cell Phone Accessories,recycle Cell Phones,recycle Ceramic Tile,recycle Chemistry Sets,recycle Chip Bags,recycle Christmas Trees,recycle Cigarettes,recycle Clear Glass Beverage Containers,recycle Clear Glass Containers,recycle Clothing,recycle Compostable Plastics,recycle Computer Peripherals - External,recycle Computer Peripherals - Internal,recycle Concrete,recycle Construction Debris,recycle Construction Materials,recycle Contaminated Soil,recycle Contaminated Wood,recycle Controlled Substances,recycle Cooking Oil,recycle Cookware,recycle Corks,recycle Corrugated Cardboard,recycle Crayons,recycle Curling Irons,recycle DVD Players,recycle DVDs,recycle Dehumidifiers,recycle Desktop Computers,recycle Digital Cameras,recycle Dirt,recycle Doors,recycle Drink Boxes,recycle Drink Pouches,recycle Electronic Servers,recycle Engine Degreasers,recycle Envelopes,recycle Exit Signs,recycle Explosives,recycle Eyeglasses,recycle Fabric,recycle Ferrous Metals,recycle Fertilizers,recycle Fire Extinguishers,recycle Flip-Flops,recycle Floppy Disks,recycle Fluorescent Tubes,recycle Freezers,recycle Gas/Oil Mixture,recycle Gasoline,recycle Gift Bags,recycle Glue Sticks,recycle Grass Clippings,recycle Green Glass Beverage Containers,recycle Green Glass Containers,recycle Gypsum Drywall,recycle HHW,recycle Hair,recycle Hair Dye,recycle Hair Spray,recycle Halogen Bulbs,recycle Hard Drives,recycle Hardware,recycle Hay,recycle Heaters,recycle Herbicides,recycle Holiday Greens,recycle Home Electronics,recycle Incandescent Lightbulbs,recycle Inkjet Cartridges,recycle Innertubes,recycle Insecticides,recycle Items Containing Mercury,recycle Kerosene,recycle LCD Computer Monitors,recycle LCD Televisions,recycle Lacquer,recycle Laptop Computers,recycle Latex Foam Pillows,recycle Latex Paint,recycle Lead Paint Chips,recycle Lead-acid Batteries - Non-automotive,recycle Leaves,recycle Linoleum,recycle Lithium Batteries,recycle Lithium-ion Batteries,recycle Lumber,recycle MP3 Players,recycle Magazines,recycle Manure,recycle Marine Batteries,recycle Mattresses,recycle Medical Equipment - Handheld,recycle Medical Equipment - Large,recycle Medical Sharps,recycle Medication Containers,recycle Medications,recycle Mercury Thermostats,recycle Metal Clothes Hangers,recycle Metal Paint Cans,recycle Metal Tags,recycle Microwaves,recycle Mixed Paper,recycle Motor Oil,recycle Motor Oil Containers,recycle Multi-wall Paper Bags,recycle Musical Instruments - Metal,recycle Musical Instruments - Non-metal,recycle Nail Polish,recycle Nail Polish Removers,recycle Neon Lights,recycle Newspaper,recycle Nickel-cadmium Batteries,recycle Nickel-metal Hydride Batteries,recycle Nickel-zinc Batteries,recycle Non-Organic Food Waste,recycle Nonferrous Metals,recycle Office Furniture,recycle Office Machines,recycle Office Paper,recycle Office Supplies,recycle Oil Filters,recycle Oil-Based Paint,recycle Pallets,recycle Paper Cups,recycle Paper Labels,recycle Paper Shredders,recycle Paper Sleeves,recycle Paperback Books,recycle Paperboard,recycle Perfumes,recycle Pesticide Containers,recycle Pesticides,recycle Phone Books,recycle Photographic Chemicals,recycle Pizza Boxes,recycle Plastic Bottle Accessories,recycle Plastic Buckets,recycle Plastic Cards,recycle Plastic Egg Cartons,recycle Plastic Furniture,recycle Plastic Packing Materials,recycle Plastic Paint Cans,recycle Power Tools,recycle Printers,recycle Projectors,recycle Propane Tanks,recycle Radiators,recycle Receivers,recycle Record Players,recycle Refrigerators,recycle Road Flares,recycle Roofing Materials,recycle Sand,recycle Sawdust,recycle Scanners,recycle Sealers,recycle Shingles,recycle Shoes,recycle Silver-oxide Batteries,recycle Six-pack Rings,recycle Small Appliances,recycle Smoke Detectors,recycle Solvents,recycle Sporting Goods,recycle Steel Cans,recycle Steel Lids,recycle Stone,recycle String Lights,recycle Stumps,recycle Surfboards,recycle Synthetic Cork,recycle Tablets,recycle Telephones,recycle Television Accessories,recycle Tennis Balls,recycle Tile,recycle Tires,recycle Toasters,recycle Toner Cartridges,recycle Tools,recycle Toothbrushes,recycle Toothpaste Tubes,recycle Toys,recycle Transmission Fluid,recycle Trophies,recycle Truck Tires,recycle Two-Way Radios,recycle Vehicles,recycle Video Game Cartridges,recycle Video Game Peripherals,recycle Video Tapes,recycle Vinyl Records,recycle Washer/Dryers,recycle Water Filters,recycle Weeds,recycle Wet-strength Paperboard,recycle Windows,recycle Wood,recycle Wood Chips,recycle Wood Furnishings,recycle Wood Stains,recycle X-rays,recycle Yard Waste,recycle Yoga Mats,recycle Zinc-air Batteries,recycle Zinc-carbon Batteries
2016-01-24,0,0,0,0,0,0,0,0,0,0,19,0,26,0,19,0,0,0,0,35,0,0,24,0,0,39,0,0,0,0,18,18,0,0,35,0,11,0,53,0,0,0,69,0,0,40,0,33,0,0,19,0,0,54,0,0,7,3,3,0,0,28,0,0,0,34,0,11,0,0,0,30,15,15,0,28,0,0,37,0,20,0,0,34,0,0,0,0,26,0,0,19,34,0,0,0,0,17,45,0,0,0,24,0,0,0,0,0,0,76,0,0,0,18,54,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,24,0,0,32,0,47,0,20,0,49,0,0,25,0,0,0,0,25,0,0,0,0,31,0,33,0,0,0,0,15,0,0,46,0,0,0,0,0,29,0,39,0,51,0,35,0,0,0,0,40,0,0,0,0,13,0,25,0,0,46,0,46,0,0,0,46,0,14,0,0,0,31,0,0,21,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,9,13,41,0,36,16,0,0,16,0,16,0,0,33,0,0,0,0,0,0,0,0,65,40,0,0,0,0,47,0,0,0
2016-01-31,33,0,0,0,0,37,37,0,0,0,19,0,39,0,19,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,18,0,0,18,0,11,0,42,0,0,0,46,0,0,27,0,70,0,0,0,0,0,46,0,0,0,3,0,0,0,37,0,0,0,37,0,11,0,0,0,22,0,0,0,0,0,0,37,0,0,0,20,0,0,0,0,0,29,0,0,19,32,0,0,17,0,17,39,0,0,0,0,0,0,0,0,0,0,38,0,0,18,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,40,0,27,0,27,0,0,16,0,0,0,0,0,0,0,0,0,31,31,33,0,0,0,0,15,0,0,46,0,0,0,0,0,29,0,0,0,0,0,29,17,0,0,0,40,40,0,0,0,38,0,13,0,0,46,0,46,0,0,0,37,0,21,0,0,0,21,0,0,35,0,0,0,0,52,0,0,9,9,0,0,0,0,30,0,0,0,0,45,0,0,9,22,38,0,40,24,18,12,59,0,48,0,0,33,0,0,66,0,0,1,0,0,58,51,0,0,0,0,0,0,0,0
2016-02-07,0,0,0,33,0,0,38,38,0,0,20,0,33,0,19,0,0,0,0,18,0,0,0,0,0,68,0,0,0,0,18,18,0,0,18,0,11,0,61,0,0,0,23,0,23,54,0,40,0,0,12,0,0,43,0,0,3,0,0,0,0,31,0,0,0,30,0,11,0,0,0,53,0,15,15,19,0,0,37,0,0,0,0,55,0,0,0,0,39,0,0,13,19,0,0,0,0,17,39,0,0,0,0,0,0,0,0,0,0,33,0,0,0,18,36,0,54,0,0,0,0,0,0,0,0,0,0,0,0,39,0,24,0,0,24,0,41,0,41,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,16,0,0,47,0,0,0,0,0,29,0,35,0,26,0,41,26,0,0,0,40,0,0,0,0,13,0,32,0,0,0,0,47,0,0,0,56,0,14,0,0,0,0,0,0,21,0,0,0,0,38,0,0,9,0,0,0,0,0,0,0,0,0,0,34,0,0,0,13,32,0,68,20,0,12,49,0,16,0,0,33,0,0,67,0,0,1,0,0,58,63,0,0,0,0,24,0,0,0
2016-02-14,0,0,0,0,0,0,0,0,0,0,48,0,19,0,29,0,0,0,0,43,0,0,32,0,0,29,0,0,0,0,0,52,0,0,0,0,28,0,50,0,0,0,23,0,0,26,0,72,0,0,0,0,0,53,0,0,0,3,0,0,0,44,0,0,0,37,0,0,0,0,0,29,0,0,0,36,0,0,46,0,0,0,20,47,0,0,0,0,25,0,0,13,34,0,0,17,0,17,17,0,0,23,24,0,0,0,0,0,0,48,0,0,0,18,18,0,35,0,0,0,0,30,0,0,0,0,0,0,0,0,0,48,0,0,24,0,27,0,0,0,65,16,0,49,0,0,0,0,25,0,0,0,0,31,0,16,0,0,0,0,0,0,0,56,0,0,0,0,0,28,0,25,0,51,0,28,17,0,0,0,0,0,0,0,0,12,0,31,0,0,0,0,0,0,0,0,21,0,27,0,0,0,21,0,0,21,0,0,0,0,31,0,0,13,9,0,0,18,0,45,0,0,0,0,0,0,0,9,0,37,0,43,28,0,12,32,32,0,0,0,0,0,0,33,0,0,1,0,0,52,55,0,0,0,0,0,0,0,0
2016-02-21,0,33,0,0,0,37,0,0,0,0,29,0,25,0,38,0,0,0,0,0,0,0,24,0,0,38,0,0,0,0,17,26,0,0,35,0,11,0,59,0,0,0,23,0,0,49,0,46,0,0,11,0,0,38,0,0,0,3,7,0,0,47,0,0,0,66,0,0,0,0,0,29,0,15,0,18,0,0,36,0,0,0,20,60,0,0,0,0,28,0,0,0,25,0,0,0,0,17,33,0,0,23,0,0,0,0,0,0,0,32,0,0,18,0,35,0,35,0,0,0,0,30,0,0,0,0,0,0,0,0,0,24,0,0,47,0,20,0,0,0,48,16,0,0,0,0,0,0,24,0,0,0,0,30,0,16,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,73,17,0,0,0,0,0,0,0,0,12,0,50,0,0,46,0,0,0,0,0,45,0,14,0,0,0,31,0,0,31,0,0,0,0,25,0,0,8,8,0,0,18,0,36,0,0,0,0,0,0,0,9,11,54,0,55,0,0,12,42,16,16,0,0,0,0,0,33,0,0,1,0,0,53,79,0,0,0,0,23,0,0,0
2016-02-28,0,0,0,0,65,0,36,0,0,0,25,0,38,0,19,0,0,0,0,26,0,0,23,0,0,47,0,0,0,0,17,51,0,0,0,0,17,0,44,0,0,0,38,0,0,33,0,69,0,0,0,0,0,57,0,0,3,0,0,0,0,39,0,0,0,47,0,0,0,0,0,14,0,29,15,18,0,0,18,0,0,0,0,33,0,0,0,0,19,0,0,13,54,0,0,0,0,16,16,0,0,23,0,0,0,0,0,0,0,21,0,0,17,17,41,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,23,0,0,47,0,20,0,20,0,24,16,0,49,0,0,0,0,24,0,0,0,0,0,0,43,0,0,0,0,15,0,0,60,0,0,0,0,0,28,0,0,0,0,0,56,17,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,46,0,0,0,45,0,14,0,0,0,41,0,0,61,0,0,0,0,31,0,0,8,21,0,0,0,0,47,0,0,0,0,33,0,0,9,17,23,0,70,12,0,0,31,16,31,0,0,0,0,0,49,0,0,1,0,0,62,57,0,0,0,0,0,0,0,0
2016-03-06,0,0,0,33,33,37,37,37,0,0,19,0,19,0,26,0,0,0,0,17,0,0,24,0,0,57,0,0,0,0,0,35,0,0,26,0,11,0,41,0,0,0,0,0,0,26,0,59,0,0,11,0,0,42,0,0,0,0,3,0,0,47,0,0,0,29,0,28,0,0,0,37,0,15,15,18,0,0,18,0,0,0,0,30,0,0,0,0,38,0,0,34,59,0,0,25,0,0,44,0,0,24,0,0,0,0,0,0,0,37,0,0,0,18,36,0,35,0,0,0,0,45,0,0,0,0,0,0,0,0,0,24,0,0,71,0,20,0,40,0,98,16,0,16,0,0,0,0,0,0,0,0,0,31,0,38,0,0,0,0,0,0,0,81,0,0,0,0,0,28,0,26,0,0,0,51,26,0,0,0,0,39,0,0,0,12,0,25,0,0,0,0,46,0,0,0,55,0,46,0,0,0,0,0,0,20,0,0,0,0,48,0,0,0,9,0,0,18,0,18,0,0,0,0,22,0,0,0,9,72,0,24,16,0,0,53,0,24,0,0,0,0,0,33,0,0,0,0,0,64,49,0,0,0,0,31,0,0,0
2016-03-13,33,33,0,33,33,37,74,0,0,0,19,0,38,0,19,0,0,0,0,0,0,0,24,0,0,67,0,0,0,0,0,17,0,0,18,0,22,0,41,0,0,0,46,0,0,20,0,46,0,0,17,0,0,34,0,0,10,0,0,0,0,45,0,0,0,15,0,0,0,0,0,37,15,15,30,18,0,0,37,0,0,0,20,27,0,0,0,0,32,0,0,17,55,0,0,0,0,25,28,0,0,47,24,0,0,0,0,0,0,59,0,0,18,18,53,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,40,0,30,0,33,0,33,16,0,24,0,0,0,0,24,0,0,0,0,31,0,43,0,0,0,0,15,0,0,51,0,0,0,0,0,28,0,26,0,25,0,63,17,0,0,0,0,0,0,0,0,38,0,50,0,0,0,0,0,0,0,0,37,0,27,0,0,0,41,0,0,31,0,0,0,0,51,0,0,13,9,0,0,36,0,36,0,0,0,0,44,0,0,9,17,66,0,63,18,0,0,58,0,0,0,0,33,0,0,0,0,0,1,0,0,60,51,0,0,0,0,23,0,0,0
2016-03-20,0,0,0,0,34,39,0,38,0,0,26,0,40,0,30,0,0,0,0,36,0,0,24,0,0,20,0,0,0,0,0,18,0,0,36,0,17,0,66,0,0,0,24,0,47,48,0,68,0,0,0,0,0,42,0,0,3,0,0,0,0,52,0,0,0,34,0,0,0,0,0,46,0,30,0,19,0,0,38,0,0,0,0,21,0,0,0,0,20,0,0,13,46,0,0,17,0,17,29,0,0,37,0,0,0,0,0,0,0,39,0,0,37,18,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,40,0,25,0,0,25,0,21,0,20,0,17,17,0,17,0,0,0,0,0,0,0,0,0,32,32,28,0,0,0,0,31,0,0,42,0,0,0,0,0,29,0,0,0,26,0,47,18,0,0,0,0,41,0,0,0,0,0,26,0,0,0,0,0,0,0,0,57,0,14,0,0,0,0,0,0,21,0,0,0,0,41,0,0,18,0,0,0,19,0,19,0,0,0,0,46,0,0,9,9,48,0,45,25,12,0,22,0,16,0,0,0,0,0,67,0,0,2,0,0,67,53,0,0,0,0,48,0,0,0
2016-03-27,0,0,0,0,0,0,0,0,0,0,0,0,26,0,19,0,0,0,0,35,0,0,72,0,0,48,0,0,0,0,0,18,0,0,18,0,11,0,53,0,0,0,46,0,0,74,0,47,0,0,12,0,0,31,0,0,3,0,0,0,0,28,0,0,0,56,0,11,0,0,0,45,0,0,0,0,0,0,0,0,20,0,61,27,0,0,0,0,39,0,0,19,26,0,0,0,0,17,67,0,0,24,0,0,0,0,0,0,0,22,0,0,0,0,36,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,24,0,0,24,0,27,0,41,0,44,0,0,33,0,0,0,0,0,0,0,0,0,47,0,16,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,39,0,0,0,52,23,0,0,0,0,0,0,0,0,25,0,13,0,0,0,0,0,0,0,0,49,0,14,0,0,0,42,0,0,42,0,0,0,0,64,0,0,9,0,0,0,0,0,30,0,0,0,0,22,0,0,9,13,59,0,52,12,12,0,56,16,16,0,0,0,0,0,66,0,0,1,0,0,54,47,0,0,0,0,71,0,0,0
2016-04-03,0,0,0,0,33,37,0,37,0,0,0,0,39,0,26,0,0,0,0,17,0,0,48,0,0,29,0,0,0,0,26,26,0,0,17,0,11,0,53,0,0,0,23,0,23,60,0,73,0,0,11,0,0,61,0,0,3,0,0,0,0,48,0,0,0,33,0,11,0,0,0,30,0,0,0,0,0,0,37,0,0,0,20,51,0,0,0,0,26,0,0,19,25,0,0,0,0,17,39,0,0,48,24,0,0,0,0,0,0,38,0,0,18,18,30,0,35,0,0,0,0,30,0,0,0,0,0,0,0,0,0,24,0,0,24,0,20,0,40,0,38,16,0,22,0,0,0,0,0,0,0,0,0,31,0,44,0,0,0,0,23,0,0,56,0,0,0,0,0,29,0,0,0,26,0,23,17,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,92,0,0,0,37,0,37,0,0,0,0,0,0,72,0,0,0,0,32,0,0,9,9,0,0,0,0,36,0,0,0,0,22,0,0,0,9,41,0,52,20,12,0,53,0,32,0,0,33,0,0,0,0,0,2,0,0,64,58,0,0,0,0,35,0,0,0
2016-04-10,0,33,0,33,0,37,37,0,0,0,29,0,58,0,19,0,0,0,0,17,0,0,36,0,0,0,0,0,0,0,18,29,0,0,35,0,19,0,53,0,0,0,23,0,23,20,0,40,0,0,23,0,0,65,0,0,7,0,0,0,0,79,0,0,0,41,0,17,0,0,0,52,30,0,15,18,0,0,18,0,20,0,41,30,0,0,0,0,29,0,0,21,38,0,0,0,0,17,56,0,0,0,0,0,0,0,0,0,0,38,0,0,0,18,48,0,54,0,0,0,0,30,0,0,0,0,0,0,0,39,0,24,0,0,24,0,40,0,50,0,58,0,0,27,0,0,0,0,25,0,0,0,0,31,31,41,0,0,0,0,46,0,0,51,0,0,0,0,0,0,0,26,0,26,0,40,34,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,46,0,0,0,23,0,21,0,0,0,21,0,0,31,0,0,0,0,43,0,0,0,9,0,0,18,0,54,0,0,0,0,45,0,0,0,17,55,0,44,44,0,12,53,16,16,0,0,33,0,0,66,0,0,1,0,0,62,63,0,0,0,0,24,0,0,0
2016-04-17,0,0,0,33,33,37,37,37,0,0,0,0,39,0,39,0,0,0,0,35,0,0,73,0,0,58,0,0,0,0,18,27,0,0,0,0,26,0,53,0,0,0,31,0,23,40,0,33,0,0,23,0,0,42,0,0,7,0,0,0,0,56,0,0,0,41,0,0,0,0,0,30,22,0,15,28,0,0,28,0,20,0,31,30,0,0,0,0,29,0,0,0,26,0,0,0,0,17,50,0,0,24,0,0,0,0,0,0,0,43,0,0,0,18,42,0,36,0,0,0,0,30,0,0,0,0,0,0,0,39,0,36,0,0,36,0,20,0,20,0,38,33,0,17,0,0,0,0,25,0,0,0,0,0,0,60,0,0,0,0,15,0,0,62,0,0,0,0,0,29,0,52,0,26,0,43,17,0,0,0,40,0,0,0,0,0,0,19,0,0,0,0,46,0,0,0,35,0,37,0,0,0,0,0,0,0,0,0,0,0,35,0,0,9,17,0,0,18,0,36,0,0,0,0,0,0,0,9,13,67,0,40,20,0,12,53,16,16,0,0,55,0,0,33,0,0,1,0,0,54,76,0,0,0,0,47,0,0,0
2016-04-24,0,33,0,0,33,37,0,37,0,0,29,0,39,0,19,0,0,0,0,35,0,0,36,0,0,19,0,0,0,0,17,29,0,0,29,0,22,0,34,0,0,0,34,0,0,79,0,30,0,0,19,0,0,42,0,0,5,0,7,0,0,42,0,0,0,52,0,0,0,0,0,22,0,0,0,18,0,0,18,0,0,0,41,40,0,0,0,0,19,0,0,19,34,0,0,0,0,0,41,0,0,47,0,0,0,0,0,0,0,64,0,0,0,18,53,0,36,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,63,0,60,0,20,0,25,16,0,24,0,0,0,0,25,0,0,0,0,46,0,43,0,0,0,0,46,0,0,46,0,0,0,0,0,29,0,51,0,26,0,28,34,0,0,0,40,39,0,0,0,0,0,19,0,0,0,0,69,0,0,0,78,0,27,0,0,0,21,0,0,21,0,0,0,0,66,0,0,9,9,0,0,0,0,24,0,0,0,0,44,0,0,0,13,55,0,71,28,0,0,63,16,16,0,0,0,0,0,49,0,0,1,0,0,59,86,0,0,0,0,23,0,0,0
2016-05-01,34,0,0,0,34,0,0,0,0,0,20,0,39,0,79,0,0,0,0,35,0,0,24,0,0,49,0,0,0,0,18,18,0,0,18,0,23,0,31,0,0,0,69,0,23,41,0,61,0,0,12,0,0,59,0,0,0,0,0,0,0,43,0,0,0,60,0,0,0,0,0,38,15,0,0,28,0,0,19,0,21,0,34,41,0,0,0,0,33,0,0,20,35,0,0,17,0,0,42,0,0,24,0,0,0,0,0,0,0,60,0,0,18,36,55,0,0,0,0,0,0,46,0,0,0,0,0,0,0,40,0,24,0,0,24,0,62,0,41,0,22,0,0,25,0,0,0,0,100,0,0,0,0,63,31,58,0,0,0,0,0,0,0,47,0,0,0,0,0,29,0,26,0,0,0,52,0,0,0,0,0,41,0,0,0,0,0,26,0,0,47,0,0,0,0,0,28,0,33,0,0,0,32,0,0,28,0,0,0,0,41,0,0,9,13,0,0,18,0,55,0,0,0,0,46,0,0,9,21,62,0,49,36,0,0,40,0,16,0,0,0,0,0,34,0,0,1,0,0,60,52,0,0,0,0,24,0,0,0
2016-05-08,0,100,0,0,0,0,0,0,0,0,39,0,19,0,39,0,0,0,0,35,0,0,48,0,0,39,0,0,0,0,18,23,0,0,26,0,11,0,19,0,0,0,35,0,0,27,0,40,0,0,12,0,0,35,0,0,3,0,0,0,0,50,0,0,0,100,0,11,0,0,0,30,0,15,15,37,0,0,37,0,0,0,20,41,0,0,0,0,26,0,0,19,26,0,0,17,0,33,22,0,0,48,0,0,0,0,0,0,0,54,0,0,0,18,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,39,0,24,0,0,24,0,30,0,0,0,49,0,0,33,0,0,0,0,25,0,0,0,0,31,0,22,0,0,0,0,0,0,0,72,0,0,0,0,0,29,0,26,0,26,0,40,17,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,28,0,18,0,0,0,21,0,0,41,0,0,0,0,23,0,0,13,0,0,0,18,0,27,0,0,0,0,0,0,0,0,9,73,0,44,48,12,12,37,16,24,0,0,33,0,0,33,0,0,1,0,0,57,54,0,0,0,0,31,0,0,0
2016-05-15,33,33,0,34,50,38,38,0,0,0,19,0,29,0,0,0,0,0,0,0,0,0,36,0,0,19,0,0,0,0,18,0,0,0,18,0,11,0,42,0,0,0,23,0,0,20,0,47,0,0,17,0,0,39,0,0,3,0,0,0,0,39,0,0,0,48,0,11,0,0,0,30,0,15,0,18,0,0,28,0,0,0,20,27,0,0,0,0,19,0,0,19,51,0,0,17,0,25,45,0,0,24,24,0,0,0,0,0,0,49,0,0,0,0,60,0,36,0,0,0,0,0,0,0,0,0,0,0,0,39,0,24,0,0,0,0,20,0,30,0,22,0,0,25,0,0,0,0,0,0,0,0,0,62,62,74,0,0,0,0,15,0,0,46,0,0,0,0,0,29,0,26,0,0,0,17,17,0,0,0,0,40,0,0,0,0,0,38,0,0,46,0,0,0,0,0,32,0,28,0,0,0,42,0,0,28,0,0,0,0,58,0,0,13,0,0,0,36,0,36,0,0,0,0,0,0,0,0,12,70,0,56,24,12,12,16,16,27,0,0,0,0,0,50,0,0,1,0,0,66,67,0,0,0,0,55,0,0,0
2016-05-22,0,34,0,0,0,38,0,0,0,0,20,0,39,0,0,0,0,0,0,53,0,0,61,0,0,39,0,0,0,0,18,36,0,0,27,0,11,0,42,0,0,0,23,0,0,54,0,68,0,0,24,0,0,43,0,0,0,0,3,0,0,34,0,0,0,34,0,0,0,0,0,45,0,0,15,19,0,0,38,0,0,0,28,21,0,0,0,0,20,0,0,13,26,0,0,0,0,17,34,0,0,61,0,0,0,0,0,0,0,60,0,0,0,18,27,0,36,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,24,0,21,0,20,0,28,0,0,17,0,0,0,0,0,0,0,0,0,31,0,61,0,0,0,0,0,0,0,42,0,0,0,0,0,29,0,0,0,0,0,44,35,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,61,0,35,0,0,0,35,0,0,35,0,0,0,0,29,0,0,9,0,0,0,18,0,18,0,0,0,0,0,0,0,0,18,83,0,65,12,12,12,43,32,16,0,0,0,0,0,34,0,0,1,0,0,63,39,0,0,0,0,48,0,0,0
2016-05-29,34,0,0,0,0,39,0,0,0,0,20,0,30,0,20,0,0,0,0,18,0,0,49,0,0,20,0,0,0,0,0,45,0,0,37,0,12,0,31,0,0,0,32,0,0,41,0,48,0,0,0,0,0,32,0,0,3,7,3,0,0,61,0,0,0,46,0,0,0,0,0,31,0,15,0,0,0,0,19,0,0,0,21,21,0,0,0,0,20,0,0,20,44,0,0,17,0,17,29,0,0,24,24,0,0,0,0,0,0,33,0,0,18,18,31,0,37,0,0,0,0,31,0,0,0,0,0,0,0,0,0,25,0,0,25,0,21,0,0,0,56,17,0,34,0,0,0,0,25,0,0,0,0,0,0,51,0,0,0,0,16,0,0,48,0,0,0,0,0,30,0,27,0,0,0,27,18,0,0,0,41,0,0,0,0,0,0,26,0,0,48,0,47,0,0,0,43,0,48,0,0,0,43,0,0,36,0,0,0,0,42,0,0,9,9,0,0,19,0,37,0,0,0,0,46,0,0,9,9,42,0,37,25,0,0,22,0,27,0,0,0,0,0,51,0,0,2,0,0,59,53,0,0,0,0,49,0,0,0
2016-06-05,0,0,0,34,34,0,0,0,0,0,39,0,33,0,20,0,0,0,0,35,0,0,24,0,0,39,0,0,0,0,36,42,0,0,54,0,11,0,38,0,0,0,35,0,23,41,0,68,0,0,12,0,0,27,0,0,0,0,0,0,0,46,0,0,0,45,0,0,0,0,0,15,0,15,0,19,0,0,38,0,0,0,31,0,0,0,0,0,20,0,0,17,35,0,0,0,0,17,42,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,46,0,37,0,0,0,0,31,0,0,0,0,0,0,0,0,0,24,0,0,36,0,27,0,20,0,39,0,0,17,0,0,0,0,0,0,0,0,0,47,31,50,0,0,0,0,0,0,0,78,0,0,0,0,0,29,0,26,0,26,0,47,0,0,0,0,41,0,0,0,0,26,0,58,0,0,47,0,0,0,0,0,42,0,47,0,0,0,43,0,0,32,0,0,0,0,29,0,0,13,9,0,0,0,0,18,0,0,0,0,23,0,0,0,9,62,0,85,18,0,0,24,16,16,0,0,45,0,0,34,0,0,0,0,0,54,66,0,0,0,0,32,0,0,0
2016-06-12,0,0,0,0,0,0,38,0,0,0,39,0,78,0,20,0,0,0,0,18,0,0,73,0,0,39,0,0,0,0,18,53,0,0,36,0,11,0,23,0,0,0,23,0,0,27,0,71,0,0,12,0,0,47,0,0,3,0,3,0,0,31,0,0,0,34,0,0,0,0,0,23,0,23,0,0,0,0,37,0,0,0,0,51,0,0,0,0,58,0,0,13,13,0,0,0,0,17,28,0,0,48,24,0,0,0,0,0,0,38,0,0,18,0,36,0,73,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,24,0,20,0,20,0,22,0,0,25,0,0,0,0,0,0,0,0,0,31,0,39,0,0,0,0,16,0,0,31,0,0,0,0,0,0,0,26,0,0,0,23,35,0,0,0,40,41,0,0,0,13,0,13,0,0,0,0,0,0,0,0,47,0,33,0,0,0,42,0,0,21,0,0,0,0,38,0,0,0,9,0,0,18,0,37,0,0,0,0,23,0,0,9,18,36,0,73,30,0,12,57,0,32,0,0,0,0,0,34,0,0,1,0,0,53,63,0,0,0,0,24,0,0,0
